custnmbr,addrcode,custname,address1,address2,address3,ccode,city,country,state,zip,name_clean,city_clean,state_clean,country_clean,zip_clean
E56F44E,2641CFD,Cuzton Bxeztucz Ltd.                                             ,887 D'Arcy Street                                            ,                                                             ,                                                             ,CA     ,Cobourg                            ,Canada                                                       ,ON                           ,K9A 4B4    ,CUZTON BXEZTUCZ,COBOURG,ON,CA,K9A4B4
EE175C8,,CUZTON ZBTUMG CORP.                                              ,                                                             ,                                                             ,                                                             ,       ,                                   ,                                                             ,                             ,           ,CUZTON ZBTUMG,,,,
31167C9,4EE2691,CUZTON ZTAEN SOLUTIONS INC.                                      ,55 WOODSLEE AVE                                              ,                                                             ,                                                             ,CA     ,PARIS                              ,Canada                                                       ,ON                           ,N3L 3V1    ,CUZTON ZTAEN SOLUTIONS,PARIS,ON,CA,N3L3V1
58012CC,F5142A1,CUZZZ DE LA NOMTATAGUA CENTRE                                    ,3120 BOUL TASCHEREAU                                         ,                                                             ,                                                             ,CA     ,GREENFIELD PARK                    ,Canada                                                       ,QC                           ,J4V 2H1    ,CUZZZ DE LA NOMTATAGUA CENTRE,GREENFIELD PARK,QC,CA,J4V2H1
0EC4A3B,3A7BDCE,CUZZZ de Xevex - Conbtebuxuta                                    ,"1515, boul. Chomedey                                         ",                                                             ,                                                             ,CA     ,Laval                              ,Canada                                                       ,QC                           ,H7V 3Y7    ,CUZZZ DE XEVEX CONBTEBUXUTA,LAVAL,QC,CA,H7V3Y7
0EC4A3B,E9F2AE8,CUZZZ de Xevex - Conbtebuxuta                                    ,de Laval                                                     ,1515 Boul. Chomedey                                          ,                                                             ,CA     ,Laval                              ,Canada                                                       ,QC                           ,H7V 3Y7    ,CUZZZ DE XEVEX CONBTEBUXUTA,LAVAL,QC,CA,H7V3Y7
0EC4A3B,9414E90,CUZZZ de Xevex - Conbtebuxuta                                    ,1515 BOUL CHOMEDEY                                           ,                                                             ,                                                             ,CA     ,LAVAL                              ,Canada                                                       ,QC                           ,H7V 3Y7    ,CUZZZ DE XEVEX CONBTEBUXUTA,LAVAL,QC,CA,H7V3Y7
5BE1C02,5594F98,Cxec & Amtught -Ztock                                            ,1900-530 8 AVE SW                                            ,"SUITE 200, 300 - 5 AVENUE SW                                 ",                                                             ,CA     ,CALGARY                            ,Canada                                                       ,AB                           ,T2P 3S8    ,CXEC AMTUGHT ZTOCK,CALGARY,AB,CA,T2P3S8
869A565,DCFC9B3,CXUC & CXEC                                                      ,C/O GWL REALTY ADVISORS INC                                  ,56 WELLESLEY ST W                                            ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ON                           ,M5S 2S3    ,CXUC CXEC,TORONTO,ON,CA,M5S2S3
5817F54,F1291FA,CXUNE MECHANICAL                                                 ,6 154 CASTER AVE                                             ,                                                             ,                                                             ,CA     ,WOODBRIDGE                         ,Canada                                                       ,ONTARIO                      ,L4L 5Y5    ,CXUNE MECHANICAL,WOODBRIDGE,ON,CA,L4L5Y5
2388BC7,3A7BDCE,CXUNET-COMTTOX ZB INC-ZATO-C                                     ,RIVE-NORD                                                    ,3154 BOUL LE CORBUSIER                                       ,                                                             ,CA     ,LAVAL                              ,Canada                                                       ,QC                           ,H7L 4S8    ,CXUNET COMTTOX ZB ZATO C,LAVAL,QC,CA,H7L4S8
2388BC7,83D232F,CXUNET-COMTTOX ZB INC-ZATO-C                                     ,1061 RUE MARIE-VICTORIN                                      ,                                                             ,                                                             ,CA     ,SAINT-BRUNO                        ,Canada                                                       ,QC                           ,J3V 0M7    ,CXUNET COMTTOX ZB ZATO C,SAINT-BRUNO,QC,CA,J3V0M7
E4EA551,6FAE266,CXUNETACH INC                                                    ,2 HANOVER DR                                                 ,                                                             ,                                                             ,CA     ,BRAMPTON                           ,Canada                                                       ,ONTARIO                      ,L6S 4H9    ,CXUNETACH,BRAMPTON,ON,CA,L6S4H9
8922179,4B0F64D,Cxunetuzetuom Beuxeut Inc.                                       ,"120-50, Boul. Taschereau                                     ",                                                             ,                                                             ,CA     ,La Prairie                         ,Canada                                                       ,QC                           ,J5R 4V3    ,CXUNETUZETUOM BEUXEUT,LA PRAIRIE,QC,CA,J5R4V3
7C8BF89,B169E8D,Cxypa Street Developments Ltd.                                   ,1 Craigmore Dr. Suite 201                                    ,                                                             ,                                                             ,CA     ,Halifax                            ,Canada                                                       ,NS                           ,B3N 0C6    ,CXYPA STREET DEVELOPMENTS,HALIFAX,NS,CA,B3N0C6
1F04038,52294EE,E.G. ZUNBZOM EUTONOTUVA INC                                      ,E2Z COATINGS & TECHNOLOGIES INC                              ,560 CONESTOGA BLVD  DOCK#16                                  ,                                                             ,CA     ,CAMBRIDGE                          ,Canada                                                       ,ONTARIO                      ,N1R 7L7    ,E G ZUNBZOM EUTONOTUVA,CAMBRIDGE,ON,CA,N1R7L7
ACF3D13,99F5F6B,EAN Ltd.                                                         ,60 DOREY AVE                                                 ,SUITE 103                                                    ,                                                             ,CA     ,DARTMOUTH                          ,Canada                                                       ,NS                           ,B3B 0B1    ,EAN,DARTMOUTH,NS,CA,B3B0B1
046A1B5,D40B48E,EATCONFOTT MECHANICAL                                            ,2225 MARKHAM ROAD                                            ,                                                             ,                                                             ,CA     ,SCARBOROUGH                        ,CA                                                           ,ON                           ,M1B 2W4    ,EATCONFOTT MECHANICAL,SCARBOROUGH,ON,CA,M1B2W4
52C79A3,91BF2B5,Ebbtovap Coxp Ztotega Inc.                                       ,5100 Harvester Road                                          ,                                                             ,                                                             ,CA     ,Burlington                         ,Canada                                                       ,ON                           ,L7L 4X4    ,EBBTOVAP COXP ZTOTEGA,BURLINGTON,ON,CA,L7L4X4
EFE6BDB,6FB8EE7,EBBXUAP SYSTEMS TECHNOLOGIES INC                                 ,ART ON MAIN                                                  ,1050 MAIN ST                                                 ,                                                             ,CA     ,MILTON                             ,Canada                                                       ,ON                           ,L9T 6H7    ,EBBXUAP SYSTEMS TECHNOLOGIES,MILTON,ON,CA,L9T6H7
EFE6BDB,48C97B8,EBBXUAP SYSTEMS TECHNOLOGIES INC                                 ,88 QUEEN ST E                                                ,                                                             ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ON                           ,M5H 2M5    ,EBBXUAP SYSTEMS TECHNOLOGIES,TORONTO,ON,CA,M5H2M5
EFE6BDB,40EE866,EBBXUAP SYSTEMS TECHNOLOGIES INC                                 ,910 ROWNTREE DAIRY RD UNIT 5                                 ,                                                             ,                                                             ,CA     ,WOODBRIDGE                         ,Canada                                                       ,ONTARIO                      ,L4L 5W4    ,EBBXUAP SYSTEMS TECHNOLOGIES,WOODBRIDGE,ON,CA,L4L5W4
EFE6BDB,676CC21,EBBXUAP SYSTEMS TECHNOLOGIES INC                                 ,910 ROWNTREE DAIRY RD                                        ,UNIT 5                                                       ,                                                             ,CA     ,WOODBRIDGE                         ,CA                                                           ,ON                           ,L4L 5W4    ,EBBXUAP SYSTEMS TECHNOLOGIES,WOODBRIDGE,ON,CA,L4L5W4
EFE6BDB,A3ECE35,EBBXUAP SYSTEMS TECHNOLOGIES INC                                 ,155 ROWNTREE DAIRY RD                                        ,UNIT 6                                                       ,                                                             ,CA     ,WOODBRIDGE                         ,Canada                                                       ,ON                           ,L4L 6E1    ,EBBXUAP SYSTEMS TECHNOLOGIES,WOODBRIDGE,ON,CA,L4L6E1
7DFDE7C,8DDA2AF,EBBXUAP SYSTEMS  TECHNOLOGIES INC.                               ,910 Rowntree Dairy Road Unit 5/6                             ,                                                             ,                                                             ,CA     ,Woodbridge                         ,Canada                                                       ,ON                           ,L4L 5W4    ,EBBXUAP SYSTEMS TECHNOLOGIES,WOODBRIDGE,ON,CA,L4L5W4
8310BDC,3AA8CA3,EC Mechanical Comttectotz Ltd                                    ,17-2857 Sherwood Heights Drive                               ,                                                             ,                                                             ,CA     ,Oakville                           ,Canada                                                       ,ON                           ,L6J 7J9    ,EC MECHANICAL COMTTECTOTZ,OAKVILLE,ON,CA,L6J7J9
882F1DC,5995167,EC Puzbamzumg Equipment                                          ,100 Dispensing Way                                           ,                                                             ,                                                             ,CA     ,Lower Sackville                    ,Canada                                                       ,NS                           ,B4C 4H2    ,EC PUZBAMZUMG EQUIPMENT,LOWER SACKVILLE,NS,CA,B4C4H2
68B4F27,8547D2C,ECCOTP BXEZTUCZ                                                  ,60 COURTLAND AVE                                             ,                                                             ,                                                             ,CA     ,CONCORD                            ,Canada                                                       ,ONTARIO                      ,L4K 5B3    ,ECCOTP BXEZTUCZ,CONCORD,ON,CA,L4K5B3
4B4C683,CA92BEA,Effumuty Ctaput Umuom                                            ,833 4TH ST                                                   ,                                                             ,                                                             ,CA     ,ESTEVAN                            ,Canada                                                       ,SK                           ,S4A 0V8    ,EFFUMUTY CTAPUT UMUOM,ESTEVAN,SK,CA,S4A0V8
C2B702B,5590F84,Egamca Cemepuamma p'umzbactuom des exunamtz                      ,3400 BOUL CASAVANT O                                         ,                                                             ,                                                             ,CA     ,ST-HYACINTHE                       ,Canada                                                       ,QC                           ,J2S 8E3    ,EGAMCA CEMEPUAMMA PUMZBACTUOM DES EXUNAMTZ,ST-HYACINTHE,QC,CA,J2S8E3
14C909B,ECEB307,EMTTUN MECHANICAL LTD                                            ,8560 TORBRAM RD UNIT 36                                      ,                                                             ,                                                             ,CA     ,BRAMPTON                           ,Canada                                                       ,ON                           ,L6T 5C9    ,EMTTUN MECHANICAL,BRAMPTON,ON,CA,L6T5C9
EDD9268,8ED1B78,EMVU SERVICES LTD                                                ,CONTRACTORS AND PROJECT MANAGERS                             ,1332 KHALSA DR UNIT 22                                       ,                                                             ,CA     ,MISSISSAUGA                        ,Canada                                                       ,ONTARIO                      ,L5S 0A2    ,EMVU SERVICES,MISSISSAUGA,ON,CA,L5S0A2
71B5D63,F1D7789,Enaxom Property Management Inc.                                  ,Suite 505 - 250 Ferrand Drive                                ,                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M3C 3G8    ,ENAXOM PROPERTY MANAGEMENT,TORONTO,ON,CA,M3C3G8
71B5D63,A02F15E,Enaxom Property Management Inc.                                  ,250 Ferrand Dr (Sports Club)                                 ,                                                             ,                                                             ,CA     ,Toronto                            ,CANADA                                                       ,ON                           ,M3C 3G8    ,ENAXOM PROPERTY MANAGEMENT,TORONTO,ON,CA,M3C3G8
70E8239,8547D2C,ENBUAMT MECHANICAL LTD                                           ,"191 CALDARI ROAD, UNIT 2                                     ",                                                             ,                                                             ,CA     ,CONCORD                            ,Canada                                                       ,ONTARIO                      ,L4K 4A1    ,ENBUAMT MECHANICAL,CONCORD,ON,CA,L4K4A1
70E8239,E78C34F,ENBUAMT MECHANICAL LTD                                           ,191 CALDARI RD UNIT 2                                        ,                                                             ,                                                             ,CA     ,CONCORD                            ,Canada                                                       ,ONTARIO                      ,L4K 4A1    ,ENBUAMT MECHANICAL,CONCORD,ON,CA,L4K4A1
70E8239,ED6B6B1,ENBUAMT MECHANICAL LTD                                           ,2-191 CALDARI RD                                             ,                                                             ,                                                             ,CA     ,CONCORD                            ,Canada                                                       ,ON                           ,L4K 4A1    ,ENBUAMT MECHANICAL,CONCORD,ON,CA,L4K4A1
70E8239,02F2F47,ENBUAMT MECHANICAL LTD                                           ,2 BRAHMS                                                     ,191 CALDARI RD UNIT 2                                        ,                                                             ,CA     ,CONCORD                            ,Canada                                                       ,ON                           ,L4K 4A1    ,ENBUAMT MECHANICAL,CONCORD,ON,CA,L4K4A1
70E8239,4769C08,ENBUAMT MECHANICAL LTD                                           ,191 CALDARI RD                                               ,                                                             ,UNIT 2                                                       ,CA     ,CONCORD                            ,Canada                                                       ,ON                           ,L4K 4A1    ,ENBUAMT MECHANICAL,CONCORD,ON,CA,L4K4A1
70E8239,E47B20B,ENBUAMT MECHANICAL LTD                                           ,THE SUMACH                                                   ,146 SUMACH STREET                                            ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ON                           ,M5A 3M4    ,ENBUAMT MECHANICAL,TORONTO,ON,CA,M5A3M4
70E8239,A9AD512,ENBUAMT MECHANICAL LTD                                           ,25 GEORGE STREET                                             ,                                                             ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ONTARIO                      ,M5A 4L8    ,ENBUAMT MECHANICAL,TORONTO,ON,CA,M5A4L8
8818B62,173B08A,Enbuamt Mechanical Ltd.                                          ,191 Caldari Road                                             ,                                                             ,                                                             ,CA     ,CONCORD                            ,Canada                                                       ,ON                           ,L4K 4A1    ,ENBUAMT MECHANICAL,CONCORD,ON,CA,L4K4A1
1BD475C,B33F7A9,EO ZNUTH WBC CANADA                                              ,599 HILL STREET W.                                           ,Attn Accounts Payable                                        ,                                                             ,CA     ,FERGUS                             ,Canada                                                       ,ONTARIO                      ,N1M 2X1    ,EO ZNUTH WBC CANADA,FERGUS,ON,CA,N1M2X1
74BF45D,C67372D,Épufuca 1210 Bebumaeu Inc.                                       ,630 Rue St-Paul Ouest #600                                   ,                                                             ,                                                             ,CA     ,Montréal                           ,Canada                                                       ,QC                           ,H3C 1L9    ,EPUFUCA 1210 BEBUMAEU,MONTREAL,QC,CA,H3C1L9
CE98E12,765812E,Épufuca 1610 Tamé-Xévazqua Ouazt Inc.                            ,600-630 RUE SAINT-PAUL O                                     ,                                                             ,                                                             ,CA     ,MONTREAL                           ,Canada                                                       ,QC                           ,H3C 1L9    ,EPUFUCA 1610 TAME XEVAZQUA OUAZT,MONTREAL,QC,CA,H3C1L9
C036E18,C67372D,Épufuca 2011 NcGuxx Inc.                                         ,630 Rue Saint-Paul Ouest                                     ,#600                                                         ,                                                             ,CA     ,Montréal                           ,Canada                                                       ,QC                           ,H3C 1L9    ,EPUFUCA 2011 NCGUXX,MONTREAL,QC,CA,H3C1L9
411D03A,C67372D,Épufuca 211 Xeutuat Inc.                                         ,630 Rue Saint-Paul Ouest                                     ,#600                                                         ,                                                             ,CA     ,Montréal                           ,Canada                                                       ,QC                           ,H3C 1L9    ,EPUFUCA 211 XEUTUAT,MONTREAL,QC,CA,H3C1L9
55F9E5D,C67372D,Épufuca 5110 Zhatbtooka Inc.                                     ,630 Rue Saint-Paul Ouest                                     ,#600                                                         ,                                                             ,CA     ,Montréal                           ,Canada                                                       ,QC                           ,H3C 1L9    ,EPUFUCA 5110 ZHATBTOOKA,MONTREAL,QC,CA,H3C1L9
5D6D116,C67372D,Épufuca 635 Tamé-Xévazqua Ouazt Inc.                             ,630 rue Saint-Paul Ouest #600                                ,                                                             ,                                                             ,CA     ,Montréal                           ,Canada                                                       ,QC                           ,H3C 1L9    ,EPUFUCA 635 TAME XEVAZQUA OUAZT,MONTREAL,QC,CA,H3C1L9
6E1D6DF,C67372D,Épufuca Unbétuex                                                 ,"630, rue Saint-Paul Ouest                                    ",Bureau 600                                                   ,                                                             ,CA     ,Montréal                           ,Canada                                                       ,QC                           ,H3C 1L9    ,EPUFUCA UNBETUEX,MONTREAL,QC,CA,H3C1L9
BF91508,8091A65,Epvemcap Habe Technologies Inc.                                  ,2601 Matheson Blvd E.                                        ,Unit #12                                                     ,                                                             ,CA     ,Mississauga                        ,Canada                                                       ,ON                           ,L4W 5A8    ,EPVEMCAP HABE TECHNOLOGIES,MISSISSAUGA,ON,CA,L4W5A8
2E3D142,5A98A43,EPVEMTEGA NEUMTAMEMCA PRODUCTS LTD.                              ,105 GEORGE ST                                                ,LPH06                                                        ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ON                           ,M5A 0L4    ,EPVEMTEGA NEUMTAMEMCA PRODUCTS,TORONTO,ON,CA,M5A0L4
0FA6593,173B08A,Equezoft Bazt Wetat Ltd.                                         ,"8540 Keele Street, Unit 2                                    ",                                                             ,                                                             ,CA     ,Concord                            ,Canada                                                       ,ON                           ,L4K 2N2    ,EQUEZOFT BAZT WETAT,CONCORD,ON,CA,L4K2N2
FD95548,,Etthut Btazz Ltd.                                                ,                                                             ,                                                             ,                                                             ,       ,                                   ,                                                             ,                             ,           ,ETTHUT BTAZZ,,,,
9C7D772,6F5FA7B,Ettuz REIT                                                       ,600-220 Portage Avenue                                       ,                                                             ,                                                             ,CA     ,Winnipeg                           ,Canada                                                       ,MB                           ,R3C 0A5    ,ETTUZ REIT,WINNIPEG,MB,CA,R3C0A5
3628271,A6840C8,ETVUM EUT SYSTEMS                                                ,331 GLOVER RD                                                ,                                                             ,                                                             ,CA     ,STONEY CREEK                       ,Canada                                                       ,ONTARIO                      ,L8E 5M2    ,ETVUM EUT SYSTEMS,STONEY CREEK,ON,CA,L8E5M2
C66D42E,62B33BD,Etxemtuc Beckegumg -                                             ,111 Progress Ave                                             ,                                                             ,                                                             ,CA     ,Scarborough                        ,Canada                                                       ,ON                           ,M1P 2Y9    ,ETXEMTUC BECKEGUMG,SCARBOROUGH,ON,CA,M1P2Y9
19AD18E,8D65B1B,Etxemtuc Fetn Services Inc.                                      ,PO BOX 750                                                   ,350 ELMWOOD DR                                               ,                                                             ,CA     ,MONCTON                            ,Canada                                                       ,NB                           ,E1A 8R5    ,ETXEMTUC FETN SERVICES,MONCTON,NB,CA,E1A8R5
FAEE954,52CF224,Etxemtuc Technology Center                                       ,176 Great George St                                          ,                                                             ,                                                             ,CA     ,Charlottetown                      ,Canada                                                       ,PE                           ,C1A 4K9    ,ETXEMTUC TECHNOLOGY CENTER,CHARLOTTETOWN,PE,CA,C1A4K9
AC83A83,99F5F6B,Etxemtuce                                                        ,9 Ralston Avenue                                             ,                                                             ,                                                             ,CA     ,Dartmouth                          ,Canada                                                       ,NS                           ,B3B 1H5    ,ETXEMTUCE,DARTMOUTH,NS,CA,B3B1H5
0C0FC9F,BC824E3,Etxez Zemutety Zawat Services                                    ,2333 6th Ave.                                                ,                                                             ,                                                             ,CA     ,Regina                             ,Canada                                                       ,SK                           ,S4R 1B4    ,ETXEZ ZEMUTETY ZAWAT SERVICES,REGINA,SK,CA,S4R1B4
45EF056,8ED1B78,EUMZWOTTH INC                                                    ,"6300 VISCOUNT RD, UNIT 1                                     ",                                                             ,                                                             ,CA     ,MISSISSAUGA                        ,Canada                                                       ,ONTARIO                      ,L4V 1H3    ,EUMZWOTTH,MISSISSAUGA,ON,CA,L4V1H3
45EF056,A890304,EUMZWOTTH INC                                                    ,SEARS CANADA                                                 ,LES GALERIES RIVE-NORD                                       ,100 BOUL BRIEN                                               ,CA     ,REPENTIGNY                         ,Canada                                                       ,QUEBEC                       ,J6A 5N4    ,EUMZWOTTH,REPENTIGNY,QC,CA,J6A5N4
A3E0A94,69F849A,EUMZWOTTH INC                                                    ,131 BERMONDSEY RD                                            ,                                                             ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ON                           ,M4A 1X4    ,EUMZWOTTH,TORONTO,ON,CA,M4A1X4
A3E0A94,9F815E7,EUMZWOTTH INC                                                    ,131 BERMONDSEY RD                                            ,                                                             ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ON                           ,M4A 1X4    ,EUMZWOTTH,TORONTO,ON,CA,M4A1X4
F62EA71,13D5ED2,EUMZWOTTH INC                                                    ,NIAGARA FALLS BRIDGE COMMISSION CUSTOMS OFFICE               ,1541 NIAGARA PKWY                                            ,QUEENSTON HEIGHTS                                            ,CA     ,NIAGARA ON THE LAKE                ,Canada                                                       ,ONTARIO                      ,L0S 1J0    ,EUMZWOTTH,NIAGARA ON THE LAKE,ON,CA,L0S1J0
F62EA71,247EC7C,EUMZWOTTH INC                                                    ,131 BERMONDSEY RD                                            ,                                                             ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ON                           ,M4A 1X4    ,EUMZWOTTH,TORONTO,ON,CA,M4A1X4
F62EA71,12D9AC2,EUMZWOTTH INC                                                    ,AINSWORTH MECHANICAL SERVICES INC                            ,131 BERMONDSEY RD.                                           ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ON                           ,M4A 1X4    ,EUMZWOTTH,TORONTO,ON,CA,M4A1X4
F62EA71,E7C9F56,EUMZWOTTH INC                                                    ,131 BERMONDSEY RD                                            ,                                                             ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ONTARIO                      ,M4A 1X4    ,EUMZWOTTH,TORONTO,ON,CA,M4A1X4
F62EA71,C00C1B5,EUMZWOTTH INC                                                    ,ATTN ACCOUNTS PAYABLE                                        ,131 BERMONDSEY RD                                            ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ON                           ,M4A 1X4    ,EUMZWOTTH,TORONTO,ON,CA,M4A1X4
F62EA71,EF6071C,EUMZWOTTH INC                                                    ,THE BAY QUEEN ST                                             ,176 YONGE ST                                                 ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ON                           ,M5C 2L7    ,EUMZWOTTH,TORONTO,ON,CA,M5C2L7
745CF92,99F5F6B,Eumzwotth Inc. - MZ                                              ,131 ILSLEY AVE                                               ,# AB                                                         ,                                                             ,CA     ,DARTMOUTH                          ,Canada                                                       ,NS                           ,B3B 1T1    ,EUMZWOTTH MZ,DARTMOUTH,NS,CA,B3B1T1
3806F94,,Eut Cuttamt Umpuzttuex Inc.                                      ,                                                             ,                                                             ,                                                             ,       ,                                   ,                                                             ,                             ,           ,EUT CUTTAMT UMPUZTTUEX,,,,
3806F94,F1D7789,Eut Cuttamt Umpuzttuex Inc.                                      ,21 Sable Street                                              ,                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M6M 3K8    ,EUT CUTTAMT UMPUZTTUEX,TORONTO,ON,CA,M6M3K8
1528CF9,71533BE,EUTCOM MECHANICAL SYSTEMS                                        ,1001 BAY ST                                                  ,                                                             ,                                                             ,CA     ,TORONTO                            ,canada                                                       ,ON                           ,M5S 3A6    ,EUTCOM MECHANICAL SYSTEMS,TORONTO,ON,CA,M5S3A6
1528CF9,E13E54A,EUTCOM MECHANICAL SYSTEMS                                        ,FIVE THIRTY TSCC 2334                                        ,530 ST CLAIR AVE W                                           ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ON                           ,M6C 0A2    ,EUTCOM MECHANICAL SYSTEMS,TORONTO,ON,CA,M6C0A2
1528CF9,7FFB3AB,EUTCOM MECHANICAL SYSTEMS                                        ,TSCC 1457                                                    ,1000 KING ST W                                               ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ON                           ,M6K 3N1    ,EUTCOM MECHANICAL SYSTEMS,TORONTO,ON,CA,M6K3N1
1528CF9,71B13DA,EUTCOM MECHANICAL SYSTEMS                                        ,2525 BATHURST ST                                             ,                                                             ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ON                           ,M6B 2Y9    ,EUTCOM MECHANICAL SYSTEMS,TORONTO,ON,CA,M6B2Y9
0204E8F,9369B8B,EUTOTE VILLAGE CO-OB                                             ,100-1 CARUSO GARDENS                                         ,                                                             ,                                                             ,CA     ,AURORA                             ,Canada                                                       ,ONTARIO                      ,L4G 3W4    ,EUTOTE VILLAGE OB,AURORA,ON,CA,L4G3W4
3D83CDD,40B8E09,Euttach Zymatgy                                                  ,104-1671 Vimont Crt                                          ,                                                             ,                                                             ,CA     ,Ottawa                             ,Canada                                                       ,ON                           ,K4A 3M3    ,EUTTACH ZYMATGY,OTTAWA,ON,CA,K4A3M3
6297455,3B97236,Eutunm HVEC Inc                                                  ,613  Irwin Crescent                                          ,                                                             ,                                                             ,CA     ,Newmarket                          ,Canada                                                       ,ON                           ,L3Y 5A1    ,EUTUNM HVEC,NEWMARKET,ON,CA,L3Y5A1
7E93984,9A081D4,Euxxy-Chetxottatowm                                              ,11 REGIS DUFFY DR                                            ,                                                             ,                                                             ,CA     ,CHARLOTTETOWN                      ,Canada                                                       ,PE                           ,C1E 0K5    ,EUXXY CHETXOTTATOWM,CHARLOTTETOWN,PE,CA,C1E0K5
4A02B0A,BC824E3,Evame Foopz Ltd.                                                 ,316 1ST AVE E                                                ,                                                             ,                                                             ,CA     ,REGINA                             ,Canada                                                       ,SK                           ,S4N 5H2    ,EVAME FOOPZ,REGINA,SK,CA,S4N5H2
D0B103B,2CDD672,EVATY PRODUCTS (CANADA)                                          ,"240 SOUTH BLAIR STREET, UNIT 4                               ",                                                             ,                                                             ,CA     ,WHITBY                             ,Canada                                                       ,ONTARIO                      ,L1N 0G3    ,EVATY PRODUCTS CANADA,WHITBY,ON,CA,L1N0G3
F737B80,F1D7789,EX Property Management Services LP c/o 425 Yomga                 ,"415 Yonge Street, Suite 1803                                 ",                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M5B 2E6    ,EX PROPERTY MANAGEMENT SERVICES C O 425 YOMGA,TORONTO,ON,CA,M5B2E6
9ABF52A,2D901DB,Exbemy International Canada Inc.                                 ,300 Rue de Westmount                                         ,                                                             ,                                                             ,CA     ,Cowansville                        ,Canada                                                       ,QC                           ,J2K 1S9    ,EXBEMY INTERNATIONAL CANADA,COWANSVILLE,QC,CA,J2K1S9
C13F4D5,9301535,Exgomquum College - Banbtoka Campus                              ,1 College Way                                                ,                                                             ,                                                             ,CA     ,Pembroke                           ,Canada                                                       ,ON                           ,K8A 0C8    ,EXGOMQUUM COLLEGE BANBTOKA CAMPUS,PEMBROKE,ON,CA,K8A0C8
9DC524F,6B526EA,EXTUUN BECKEGUMG CANADA                                          ,C/O ANDREA CONNORS                                           ,7464 132ND ST                                                ,                                                             ,CA     ,SURREY                             ,Canada                                                       ,BRITISH COLUMBIA             ,V3W 4M7    ,EXTUUN BECKEGUMG CANADA,SURREY,BC,CA,V3W4M7
7118DCC,F1D7789,EZVB INC.                                                        ,Forest Ridge Inc                                             ,"240 Duncan Mill Road, Suite 303                              ",                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M3B 3S6    ,EZVB,TORONTO,ON,CA,M3B3S6
93DE6D7,4EB3174,FATGUZ PLACE                                                     ,164 FERGUS AVE                                               ,                                                             ,                                                             ,CA     ,KITCHENER                          ,Canada                                                       ,ON                           ,N2A 2H2    ,FATGUZ PLACE,KITCHENER,ON,CA,N2A2H2
C63161A,ED849F1,FATGUZXAE PROPERTIES LTD                                         ,ACCORA THS - 83                                              ,83 WOODRIDGE CRES                                            ,                                                             ,CA     ,Ottawa                             ,Canada                                                       ,ON                           ,K2B 7S9    ,FATGUZXAE PROPERTIES,OTTAWA,ON,CA,K2B7S9
C63161A,2292B2F,FATGUZXAE PROPERTIES LTD                                         ,ACCORA THS - 134                                             ,134 WOODRIDGE CRES                                           ,                                                             ,CA     ,OTTAWA                             ,Canada                                                       ,ON                           ,K2B 7S9    ,FATGUZXAE PROPERTIES,OTTAWA,ON,CA,K2B7S9
5CFAB46,F1D7789,Feme Butmhenthotba Corp c/o                                      ,"895 Don Mills Road, Suite 110                                ",                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M3C 1W3    ,FEME BUTMHENTHOTBA C O,TORONTO,ON,CA,M3C1W3
8AC3AB0,F38546F,FEMZHEWA COLLEGE                                                 ,FALCON HOUSE -MAIN CAMPUS                                    ,                                                             ,                                                             ,CA     ,LONDON                             ,Canada                                                       ,ONTARIO                      ,N5Y 5R6    ,FEMZHEWA COLLEGE,LONDON,ON,CA,N5Y5R6
8AC3AB0,D61F54A,FEMZHEWA COLLEGE                                                 ,MERLIN HOUSE RES C                                           ,                                                             ,                                                             ,CA     ,LONDON                             ,Canada                                                       ,ONTARIO                      ,N5Y 5R6    ,FEMZHEWA COLLEGE,LONDON,ON,CA,N5Y5R6
6BC18A2,6628C88,Fetmhen Court Properties                                         ,275 Innovation Drive                                         ,                                                             ,                                                             ,CA     ,Bedford                            ,Canada                                                       ,NS                           ,           ,FETMHEN COURT PROPERTIES,BEDFORD,NS,CA,
